Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Malaysia,26639.928,26582.326,27303.566,28867.148,30459.574,32213.139,31831.441,33221.49,33712.133,32003.473,32487.746,32524.594,35010.12,36062.543,35862.223,35878.008,37199.58,37162.887,37333.03,37823.5,35997.363,37897.133,39586.996
Maldives,10129.736,8351.583,9816.173,8392.205,10799.323,9621.824,11906.826,11930.126,12517.4,12835.753,12524.812,13070.632,16088.853,16413.824,21157.406,15149.077,15410.746,15375.788,17020.91,18567.896,17308.588,17669.365,17669.365
Mali,391.75388,384.58038,360.90942,350.71347,353.03635,378.31973,429.55984,489.2138,565.22516,691.58307,757.35394,804.06683,830.3994,830.25073,899.23505,952.77563,1172.1898,1234.1934,1243.7677,1231.7151,1142.8834,1168.5671,1168.5671
Malta,46378.05,50713.89,49170.387,56833.484,59390.21,50493.625,51478.543,55957.79,57768.11,61248.996,72549.08,68190.57,64067.15,59756.48,59933.56,64130.957,69591.945,77316.09,78729.375,80081.51,72065.46,74324.46,74324.46
Mauritania,1872.364,1906.994,2004.1155,2054.2488,2161.6206,2206.7163,2100.9646,2318.157,2781.5295,2688.0107,2594.6553,2710.173,2906.24,2568.1191,2994.4866,2955.3347,2687.6682,3923.3762,4074.3657,4149.229,3884.7751,3988.5325,3988.5325
Mauritius,13215.6,13385.311,13056.474,13249.851,13567.276,14451.097,15004.636,15502.124,15889.464,15279.018,16415.438,16788.395,16868.873,17104.646,17609.402,18247.52,18958.602,20786.77,21929.627,22800.158,19245.18,19724.719,19724.719
Mexico,17300.662,16898.29,17044.275,16996.574,17731.264,19153.719,19171.469,19098.814,19633.797,19065.637,18870.824,19447.846,19349.783,19108.69,18757.031,18335.252,18538.975,18689.648,18269.648,17903.295,16382.68,17515.205,19009.186
Moldova,7750.128,7673.8516,8558.681,9629.671,9094.614,10069.241,10814.542,9570.557,10052.481,9210.98,9287.713,9207.143,12907.23,13035.35,12760.212,11617.373,11798.2,12164.262,13129.505,13488.875,13070.765,16006.373,16006.373
Mongolia,17691.607,17502.184,18501.777,17411.361,16947.145,17428.03,18611.67,19353.18,18919.375,18920.904,18202.299,18659.32,19704.566,20521.99,19699.537,19182.596,19692.092,21043.662,22486.172,24279.39,20376.916,22407.674,22407.674
Montserrat,22515.271,24606.283,36233.332,36038.613,35807.695,35542.004,35250.55,38881.137,49473.754,41319.547,54497.844,37454.2,36263.168,45365.406,42027.945,47224.633,26808.178,26044.17,31185.535,30173.104,25413.51,27584.43,27584.43
Morocco,4113.667,4386.623,4439.7236,4397.996,4946.6387,5301.4736,5340.5317,5226.2114,5694.0356,5486.076,6005.15,6222.626,6249.124,6330.0835,6336.756,6368.3936,6361.196,6580.7236,6730.607,7267.464,6551.4155,7236.7104,6855.1104
Mozambique,1646.6608,2058.794,2031.7814,2005.1836,2047.423,2189.5408,2325.4858,2517.8892,2311.3452,2432.587,2355.5942,2590.4597,2700.6165,2775.2776,2987.1777,3077.791,3067.1821,2985.2324,2383.0244,2446.9106,2248.653,2241.226,2241.226
Myanmar,1055.1344,963.84076,1107.3801,1236.4875,1285.3595,1642.7948,1538.9808,1648.7915,1504.8369,1377.901,1386.8824,1505.1958,1779.6029,2042.9814,2368.4949,2192.525,2501.5964,3203.9011,3270.801,3197.22,3183.1047,3064.8484,3064.8484
Namibia,6971.662,7906.876,7473.249,7768.2593,7998.0425,8329.664,8203.538,8337.066,8670.3955,8711.895,8834.805,9036.284,9158.613,9313.876,9735.818,10013.897,9860.743,9969.967,9675.655,9254.443,8960.352,8748.273,8748.273
Nauru,44017.28,39953.254,37538.883,33686.04,31641.86,31064.385,22659.775,22131.348,22558.277,21952.797,23124.062,22639.81,23654.348,26976.27,28475.137,29667.088,31831.389,24506.256,28203.953,22405.49,21142.482,21609.617,21609.617
Nepal,599.056,622.0788,645.2906,669.50134,660.4656,678.4753,663.4546,653.86755,719.46136,818.67523,868.6695,922.1434,967.2062,1020.5796,1099.4447,979.0958,1426.1302,1614.7568,1753.6006,1700.5831,1677.7975,1607.6346,1607.6346
Netherlands,63325.41,65422.44,65146.56,65296.625,67222.88,68395.85,66740,67568.08,66484.65,65268.383,70448.46,66766.09,65277.332,63014.336,59946.082,60683.023,60943.15,61101.004,59348.1,58836.934,56705.54,58009.895,56000.76
New Caledonia,45268.094,42436.5,45016.35,47813.31,45600.543,49324.58,47853.824,50583.902,50031.6,49562.727,56732.92,55054.582,57458.293,60432.473,68428.61,69502.61,73955.19,71473.98,79704.05,79064.88,74262.35,70000.125,70000.125
New Zealand,59543.81,58485.12,59589.08,56734.85,57499.695,55352.246,55087.375,54356.55,54010.57,53337.418,54097.28,53886.934,53929.51,53825.684,55530.688,54939.43,54612.46,54745.46,53424.1,53259.336,47384.516,45906.223,44939.27
Nicaragua,3180.8794,3331.2754,3352.5957,3514.2737,3614.3872,3627.2178,3595.257,3692.5571,3683.9102,3631.891,3699.9202,3835.2747,3815.5432,3991.6355,4173.7993,4501.891,4451.653,4376.1777,4282.387,4225.4365,4237.677,4265.2705,4265.2705
Niger,285.42957,270.00186,277.3297,294.4527,311.80307,283.51257,275.1137,285.46628,305.83826,346.99503,413.75497,400.05173,512.0466,554.4608,506.64435,514.94916,462.7355,433.12198,460.16846,468.4848,442.419,409.75702,409.75702
Nigeria,1827.2556,2013.8263,2047.175,2100.6572,2122.0964,2259.4753,1960.8763,1749.5142,2047.7776,1250.4224,1514.1042,2095.608,2033.5441,2546.1362,2707.8645,2495.8333,2488.9058,2358.808,2461.8206,2482.8318,2445.0652,2547.9543,2547.9543
Niue,13541.948,14273.005,14102.177,13496.839,13737.5,14451.548,14495.034,13457.611,21272.562,14045.973,13107.488,14614.294,14400.746,15371.812,15776.486,16946.316,16205.726,15733.968,16154.689,16592.62,15567.364,16120.62,16120.62
Dem. Rep. Korea,12287.299,11876.022,11545.386,11428.484,11831.834,11560.98,10896.9,9940.034,10656.522,8974.746,8532.009,6350.811,6045.368,4742.056,4437.806,3908.5532,4500.1875,3657.9348,3773.798,3817.5662,3859.2563,3833.9539,3833.9539
Macedonia,15136.714,14134.944,13736.116,15438.576,15211.423,15711.266,15953.717,15826.587,15306.128,15049.309,16308.639,16243.486,15064.223,14376.997,13282.878,13986.548,14496.338,13935.601,13911.034,14689.626,12822.86,13448.679,13874.975
Norway,129255.24,116303.484,120364.25,105588.055,106903.02,121278.375,110179.18,117053.125,118381.93,107938.016,102332.45,102448.8,111982.734,103711.92,105633.75,105580.38,106194.95,105901.33,103558.19,96392.5,103888.89,105328.086,96926.234
Oman,47317.117,51864.105,55331.734,56736.633,51916.52,61629.492,66495.54,66225.37,75738.22,73844.125,82213.055,80976.87,80129,83183.34,78766.81,80343.99,76792.23,77804.74,81662.58,81070.86,79038.305,87160.52,90751.44
Pakistan,3133.7341,3109.8933,3148.9678,3355.3328,3651.1396,3707.498,3826.2024,3981.9287,3915.401,3879.5596,3809.4282,3727.3542,3401.6624,3661.0076,3725.9507,3867.1926,4163.3916,4348.8296,4419.1685,4400.1157,4301.192,4683.573,4242.7534
Palestine,1835.8002,2421.3308,2188.22,2295.4783,3414.6423,4088.9658,3524.3474,3541.6948,3315.8662,3321.9868,3243.1157,3521.862,3442.5854,3573.0913,3767.683,4085.6477,4188.031,4108.217,4097.1685,4185.992,3990.1785,3999.1953,3999.1953
Panama,22342.99,22268.62,21577.676,21345.66,21352.857,20928.799,22302.521,20661.121,23762.428,22608.205,25191.672,24962.39,27223.264,26325.066,26454.377,28399.344,29494.584,31180.088,31255.303,27875.5,27640.848,27067.068,27067.068
Papua New Guinea,2747.3433,3037.2134,3073.6719,3376.0618,3651.7664,3417.0745,3393.2031,3544.4324,3056.953,3259.054,2867.5837,2917.4312,2741.8088,2730.9343,2816.4016,3170.5203,3283.4167,3098.1384,3150.1516,3159.5166,2163.8704,2123.4978,2123.4978
Paraguay,24335.996,21277.064,21856.117,22881.867,22449.5,21752.111,22537.387,22409.062,22887.295,22453.984,22447.14,23345.691,23638.725,23514.254,21944.45,22191.486,24718.906,23435.645,23139.457,19903.92,18493.115,15782.273,15782.273
Peru,5528.503,5407.2314,5472.09,5345.9004,5642.6665,5816.902,5834.625,6303.5713,6757.0254,6840.561,7707.48,8431.997,8629.543,8741.407,8856.475,9171.356,9602.029,9605.62,9887.749,9949.632,8365.432,9412.289,9835.475
Philippines,3945.0947,3776.7449,3717.366,3758.5122,3771.797,3713.3245,3471.6638,3535.2363,3587.5803,3563.5925,3601.5786,3608.626,3668.3667,3865.761,4002.7449,4314.0645,4629.1177,4989.8896,5040.644,5104.391,4565.3384,4791.9375,5066.7856
Poland,26426.166,26135.066,25864.023,26777.979,26977.344,27590.934,28976.988,28913.844,29419.19,28364.893,30213.855,30370.395,29494.252,29578.533,28535.256,28851.459,30122.61,31295.422,31661.174,30777.799,29514.133,32001.074,30065.42
Portugal,28476.13,28699.385,28321.012,28965.469,28331.549,28219.037,27957.99,28116.701,27100.385,27307.855,28813.4,27547.613,25259.12,27884.04,28600.113,28096.076,30146.477,29287.125,29893.375,28468.56,25782.078,25884.49,25094.396
Puerto Rico,33807.605,36749.92,37742.36,39338.19,40723.62,39564.49,36062.957,34952.594,32875.305,30928.209,26371.678,28760.348,30574.373,27237.188,26354.953,26833.928,25580.963,25320.355,25807.195,24532.93,21459.73,24176.893,24176.893
Qatar,207755.62,189988.27,199143.97,217673.23,253062.6,262585.7,230796,207280.52,196001,178237.72,194843.92,216384.27,232316.58,236185.81,234538.38,245271.83,223248.58,206889.17,202570.3,208021.3,184074.56,199419.2,194221.6
Romania,19175.828,19502.389,20380.363,20540.846,21481.434,21728.15,22364.223,21750.25,21966.107,19314.918,19617.842,20211.152,19514.234,18270.229,19029.295,19213.441,19323.846,19747.191,20218.59,19839.047,18998.812,20035.705,18346.87
Russia,49127.297,50112.773,50130.184,51387.617,52053.33,52182.89,54674.26,55047.945,55313.555,52542.598,54554.844,56364.21,56593.086,55798.707,55844.656,54818.855,55769.246,55974.684,57958.258,57486.2,55455.547,60271.016,55459.42
Rwanda,357.7341,347.05887,348.555,338.9526,318.3206,300.62256,283.97528,282.62943,289.5234,297.06317,324.94382,351.94574,376.87762,390.73227,403.42975,436.2136,429.51797,458.82095,491.12625,525.5729,496.8982,471.35483,471.35483
Samoa,5050.979,5352.6963,5618.493,5643.448,5624.824,5678.59,5844.4766,6201.1836,6318.109,6564.24,6500.349,6521.698,6256.2554,6016.6445,6062.045,6971.546,7356.9272,7347.693,7217.7256,7697.959,7222.1904,7302.089,7302.089
Saudi Arabia,61950.85,64399.926,65480.074,67781.13,71949.19,74232.79,74860.33,73638.34,77575.414,77417.27,83337.16,84816.25,88062.086,86753.6,91258.06,93332.54,95158.55,93054.375,88573.47,82989.266,80309.99,83101.91,87707.29
Senegal,2051.4053,2183.0105,2211.216,2175.09,2244.3047,2270.2583,2172.189,2281.3833,2277.5132,2122.7695,2142.2065,2183.9285,2091.1333,2117.2896,2286.8188,2580.8828,2429.8923,2509.5967,2541.6353,2753.3909,2532.4126,2505.209,2505.209
Seychelles,46969.09,49775.703,42728.844,42029.832,57886.984,52008.223,54491.8,44175.785,47446.145,50930.008,45371.336,38368.945,43465.02,38688.062,44650.082,45695.203,50241.48,51720.438,45307.637,45777.125,43703.28,45933.664,45933.664
Sierra Leone,409.26733,484.6953,460.83,454.77032,438.83154,386.95203,457.99765,423.13287,405.9387,396.5688,458.27347,564.6626,610.7244,692.69556,743,592.6282,591.51733,573.70355,568.16583,513.0044,480.5271,492.59775,492.59775
Singapore,109289.08,121494.555,115456.87,107484.375,119262.51,123551.64,131721.67,136257.9,140055.12,145354.05,149763.22,151959.9,149476.58,148317.19,148692.52,155468.98,162248.22,164801.44,163526.77,158657.89,154256.3,153295.16,147084.84
Slovakia,40591.293,41766.94,42124.3,40913.17,40008.508,42086.473,40946.383,38418.406,39431.95,35687.54,38080.727,36591.31,35105.086,35936.51,33419.594,33734.29,34015.234,35774.91,35121.086,33892.78,33193.33,35836.406,33887.69
Slovenia,39623.406,41459.707,41222.29,40319.9,42659.85,42491.914,42687.348,42242.93,46037.57,42289.82,42123.36,40734.336,39508.945,39029.04,39987.75,35959.715,38266.707,38524.098,39165.715,37905.92,36542.867,36175.777,34391.094
Solomon Is.,2456.5134,2508.6143,2532.751,2587.0967,2689.9602,2695.842,2734.6384,2850.4817,2828.8801,2862.0273,2880.25,2918.4324,2854.3516,2771.7654,2543.9602,2266.2014,2124.6658,2061.452,2107.609,2027.3756,1877.3191,1892.1313,1892.1313
Somalia,340.10217,332.43317,346.37854,334.0552,322.42703,314.66333,307.72528,302.7935,291.0338,283.20413,283.123,278.7153,274.60495,265.8011,256.69754,257.54523,253.76219,244.04947,236.28375,227.57283,212.09578,217.40976,217.40976
South Africa,25321.518,25228.531,24361.893,26150.76,28271.896,26508.63,26793.564,27245.98,28867.244,28399.283,28247.576,27552.764,26770.203,26525.145,26411.893,25352.562,26236.475,26033.504,24742.117,25511.209,23568.951,23392.424,22350.898
Korea,48001.297,48871.348,50846.504,52236.246,53247.426,54864.957,55579.965,57040.523,57774.65,57865.918,62221.305,64630.86,64802.52,64441.535,64414.168,64988.355,66508.26,66910.4,67828.93,66896.13,64311.133,67330.305,68126.19
Spain,37495.703,39003.945,38938.438,40418.156,41185.832,40779.03,40681.79,40817.645,39067.87,35904.375,36714.2,35901.07,35681.477,34008.008,33478.24,33920.24,34212.625,34520.543,34986.293,33764.863,30391.29,32491.648,33615.332
Sri Lanka,2851.8083,2750.116,2799.956,2852.4663,2745.2893,3140.5315,3338.2832,3358.7993,3134.0298,3147.0713,3368.2034,3623.197,3708.9927,3748.5815,4007.7144,4476.9307,4878.142,4726.284,4876.866,4973.5986,4853.1104,4884.5293,4347.636
Sudan,1182.5435,1239.9237,1434.762,1455.1571,1560.1315,1767.6344,2052.4446,2118.6284,2246.169,2354.9653,2604.3655,2462.639,2326.128,2385.0166,2378.8403,2384.2434,2684.0552,2654.5432,2554.7512,2459.3628,2378.228,2317.3928,2317.3928
Suriname,17458.83,16939.615,18476.682,16105.433,18010.424,18127.873,19537.414,18059.73,21127.252,21246.133,25234.633,20305.736,21876.135,20840.512,20081.727,18293.592,18815.174,21698.678,21688.73,21629.324,20356.205,20284.996,20284.996
Sweden,72085.086,77094.32,71925.88,68647.01,73592.02,75121.83,70265.69,70870.68,69369.7,63081.84,66485.91,64929.965,68276.21,63351.668,62421.89,63877.484,62081.117,63417.605,61487.004,63283.47,59395.523,60186.46,59926.805
Switzerland,50728.715,53862.72,49782.92,48884.53,47846.156,45606.344,47162.11,46220.9,47155.75,46436.273,44714.965,41971.254,43889.645,44514.03,41980.58,40582.914,37755.19,37489.188,37794.062,39156.45,35766.375,34368.31,33350.754
Syria,13354.251,12865.062,13570.627,12843.79,13915.218,15298.658,15247.384,14764.992,14448.704,13302.27,13451.906,11966.39,9298.453,7177.317,6826.9824,6352.633,6267.527,6299.887,7240.203,6154.949,5564.748,5507.217,5507.217
Tajikistan,9375.051,9605.366,9681.626,9982.501,9975.018,10009.744,9612.615,8899.638,8418.195,7411.4946,7504.4023,7255.999,7500.7905,7599.0825,7586.009,7419.728,7461.84,7440.846,7761.8164,8041.5947,7819.3896,7674.914,7674.914
Tanzania,507.39966,568.7673,609.6456,599.97876,711.8553,731.13336,731.37897,770.0197,781.3906,755.73883,846.9323,838.51044,978.3811,991.1976,1005.08777,1002.2089,1062.1554,931.5729,968.8984,956.22565,913.5875,907.40393,907.40393
Thailand,11764.549,12293.458,13208.064,14080.671,15161.756,15521.235,15733.904,16149.867,16027.417,16344.104,17299.504,17644.098,18817.51,18809.137,19310.582,19661.768,19981.582,20264.654,20834.088,20792.385,19298.086,19425.64,19616.777
Togo,918.548,790.456,844.63257,1026.2677,983.6732,934.8484,792.30255,939.68665,1089.204,1878.3422,1746.39,1573.317,1360.6296,1350.6348,1142.6974,868.2643,1134.5723,1072.4285,1253.3207,1304.0579,1152.5186,1115.7043,1115.7043
Tonga,4269.8066,3823.2922,4121.7227,5048.9946,4648.0396,4922.036,5507.4424,4695.1675,5056.352,5477.1777,4973.945,4697.0693,4791.762,4721.155,5144.9155,5404.378,5738.4834,6831.2397,5979.639,6863.2144,6542.066,6698.5938,6698.5938
Trinidad and Tobago,89203.08,95790.32,103376.06,115246.71,126030.695,134353.78,156027.7,159970.84,156718.94,154489.58,165831.28,161740.31,158071.06,159847.2,157936.94,152244.28,134233.72,141542.45,131650.61,123712.94,108794.93,111051.42,107268.734
Tunisia,9003.821,9892.748,9695.501,9464.025,9557.016,10276.655,9603.969,8479.419,9715.218,8024.898,8150.696,7678.843,8332.082,8726.086,9507.342,9709.658,9585.773,10039.691,10208.622,10128.142,9290.702,9524.1045,9524.1045
Turkey,13486.676,12073.247,13026.9795,13613.353,14380.439,14507.764,15888.103,16664.893,16521.768,16535.234,17211.758,18146.143,18988.32,18532.307,18718.594,20173.496,20824.393,21773.725,21345.375,21973.062,21435.07,22817.182,22824.15
Turkmenistan,26223.863,32628.65,27147.498,37007.59,36185.508,36145.84,36023.754,34462.887,27853.562,44702.367,47374.234,51670.953,55318.344,48244.71,49096.004,57717.438,56153.7,54625.52,59849.832,57961.055,67626.92,70866.02,71367.34
Uganda,430.94543,426.19104,423.49295,432.8561,447.65942,493.46793,465.70273,545.6078,557.28687,552.86536,604.4495,614.26904,577.6927,651.41376,728.95105,707.7433,765.0577,804.89435,841.20447,811.62756,766.4143,766.84607,766.84607
Ukraine,32435.855,32281.633,32374.943,33439.895,33554.93,34223.043,34864.605,34933.59,33911.27,29011.01,31235.12,32400.47,31779.547,30228.559,26764.613,22306.594,23419.848,21840.365,22768.459,21661.146,20916.844,21459.945,16309.124
United Arab Emirates,163580.66,156784.6,162836.45,165507.6,169047.55,164587.45,151316.52,139351.47,134274.22,115803.19,114656.625,119056.13,123958.766,129486.234,127985.82,137896.34,142115.27,135601.27,132789.17,134878.39,126073.66,139828.77,148576.55
United Kingdom,45275.645,45559.023,44332.9,44750.703,44856.6,44937.305,44057.82,42517.13,41451.902,39040.56,39540.008,37007.074,37292.91,36881.977,34583.77,34890.32,34296.684,34098.812,33771.496,32893.76,29425.54,29716.807,30097.885
United States,93999.86,90772.18,91201.06,90619.11,91504.484,90654.53,89067.04,89395.14,86378.65,81376.18,83397.48,81962.36,79102.34,80556.516,80725.086,79317.37,78613.54,78289.01,80583.34,79489.016,73236.14,76988.75,78754.27
Uruguay,14601.469,15946.608,14137.804,14181.147,13627.525,14696.39,13377.3125,15803.453,16750.07,17655.945,18292.451,17861.395,17839.785,18592.736,19071.291,19596.402,19814.26,19084.248,19538.71,19985.01,17631.44,18316.926,18316.926
Uzbekistan,24053.547,23824.65,24111.441,21826.992,21485.61,21171.098,19566.176,20663.172,19085.639,18643.188,18563.715,19236.137,18406.984,18200.295,18518.158,17386.195,16374.342,16642.676,16445.74,16212.221,15860.609,16552.88,16929.814
Vanuatu,1988.2789,2158.8423,2008.1954,2298.1453,1804.7319,1761.5437,1595.11,2524.6426,2429.7217,2740.9023,2766.5137,3125.876,2561.162,2422.6257,2701.0388,2484.069,2445.8684,2661.3218,3346.0903,3154.4717,2923.538,2957.4438,2957.4438
Venezuela,33499.535,34171.555,33954.152,31175.873,33286.9,33737.117,35027.71,36432.215,35231.3,34660.01,32956.67,33334.72,34445.082,34310.51,32559.598,31748.31,27460.873,27842.625,24079.88,21230.727,17725.27,20686.414,21683.146
Vietnam,2710.707,3032.4685,3283.0818,3502.0044,4225.116,4447.702,4037.6526,4368.3804,5341.3945,5408.298,6180.2876,6758.891,6990.851,7305.416,7980.9707,8997.649,9659.209,10293.654,11443.453,12585.57,12467.438,12375.912,12983.017
Yemen,3228.2104,3380.4053,3320.3242,3707.2222,3811.3972,3906.3083,3788.2456,3902.2861,3976.8901,4277.2236,4030.7585,3289.4512,2769.04,3797.829,3495.329,1837.1029,1432.5522,1288.8767,1170.7261,1475.9852,1092.0021,1080.0393,1080.0393
Zambia,2951.3672,2997.7124,3006.324,3019.908,3012.9995,3068.1736,3064.4688,2793.334,2786.6501,2734.891,2768.134,2998.1587,3116.7373,3198.5288,3323.3853,3115.0676,2846.699,3202.0718,3494.5369,2983.8816,3099.083,3418.863,3418.863
Zimbabwe,4919.5225,4614.9575,4561.243,4397.342,4045.2322,4160.4126,4158.7817,4036.7202,3324.8596,3254.282,3592.6724,3860.7898,4106.9497,4085.332,3940.8862,3860.9202,3227.6802,3068.0115,3441.9858,3003.6553,2680.1318,2635.1536,2635.1536
